Índice,Nome,Preço,Área,Localização
5227,APARTAMENTO T3 c/ varanda e vistas de mar na Praia de Canidelo,624 500 €,"150,78 m²","Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
5228,Apartamento T3 com Terraço e Piscina Privada para Venda e...,2 995 000 €,"541,84 m²","Apartamento para comprar: Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Oeiras, Lisboa"
5229,Apartamento com 2 Quartos e Piscina no Alto do Quintão - Portimão,285 000 €,84 m²,"Apartamento para comprar: Portimão, Faro"
5230,Apartamento T3 no Entroncamento em Excelente estado de co...,152 000 €,"101,80 m²","Apartamento para comprar: São João Baptista, Entroncamento, Santarém"
5231,Apartamento T3 Duplex com Vistas Rio e Mar,1 250 000 €,177 m²,"Apartamento para comprar: Lordelo do Ouro e Massarelos, Porto"
5232,T1 de Luxo,390 000 €,63 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
5233,Apartamento T4 no Edifício Pinhais d'Arrábida / Vila Nova de Gaia,399 000 €,159 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
5234,"T4 usado na Av. Bocage, Barreiro.",160 000 €,93 m²,"Apartamento para comprar: Alto do Seixalinho, Santo André e Verderena, Barreiro, Setúbal"
5235,APARTAMENTO T2 | SUITE | LAREIRA |ARRECADAÇÃO | RIO DE MOURO-RINCHOA-F,195 000 €,85 m²,"Apartamento para comprar: Rio de Mouro, Sintra, Lisboa"
5236,Apartamento T2 em Barreiro,170 000 €,48 m²,"Apartamento para comprar: Alto do Seixalinho, Santo André e Verderena, Barreiro, Setúbal"
5237,Apartamento T3 para Venda em Portimão,425 000 €,"117,86 m²","Apartamento para comprar: Portimão, Faro"
5238,Fabuloso apartamento T1 localizado no complexo Vila da Praia em Alvor,330 000 €,62 m²,"Apartamento para comprar: Alvor, Portimão, Faro"
5239,Apartamento T3 para venda,265 000 €,181 m²,"Apartamento para comprar: Ermesinde, Valongo, Porto"
5240,Apartamento T2 Investimento Real,159 900 €,70 m²,"Apartamento para comprar: Real, Dume e Semelhe, Braga"
5241,Apartamento T2 Duplex - Bonfim,530 000 €,"128,60 m²","Apartamento para comprar: Bonfim, Porto"
5242,"Apartamento T3, 2 Suítes, Luxo, Fonte Nova, Aveiro",650 000 €,131 m²,"Apartamento para comprar: Glória e Vera Cruz, Aveiro"
5243,Apartamento T3 Novo em Real (Braga),392 500 €,135 m²,"Apartamento para comprar: Merelim (São Pedro) e Frossos, Braga"
5244,APARTAMENTO T3 - LOULÉ - FARO,230 000 €,"93,45 m²","Apartamento para comprar: São Clemente, Loulé, Faro"
5245,Apartamento T3 para venda,199 000 €,102 m²,"Apartamento para comprar: São Vicente, Braga"
5246,Apartamento T3 na Póvoa de Sto Adrião,239 000 €,92 m²,"Apartamento para comprar: Póvoa de Santo Adrião e Olival Basto, Odivelas, Lisboa"
5247,T2 a estrear na Amadora,199 000 €,75 m²,"Apartamento para comprar: Venteira, Amadora, Lisboa"
5248,"Apartamento T3 com vista Rio e cozinha equipada, Póvoa de Santa Iria",315 000 €,"138,75 m²","Apartamento para comprar: Póvoa de Santa Iria e Forte da Casa, Vila Franca de Xira, Lisboa"
5249,Apartamento T3 para venda,535 000 €,"93,80 m²","Apartamento para comprar: Areeiro, Lisboa"
5250,APARTAMENTO T3 LISBOA MOBILADO | MARVILA - CHELAS | VARANDA | ARRECADA,249 900 €,100 m²,"Apartamento para comprar: Marvila, Lisboa"
5251,"Apartamento T2 , com boas varandas , vista rio , piscina ...",435 000 €,"101,80 m²","Apartamento para comprar: Portimão, Faro"
5252,Apartamento T3 na Póvoa de Sto Adrião,259 000 €,92 m²,"Apartamento para comprar: Póvoa de Santo Adrião e Olival Basto, Odivelas, Lisboa"
5253,"T2 com terraço na Prelada, Ramalde",470 000 €,115 m²,"Apartamento para comprar: Ramalde, Porto"
5254,Apartamento T2 de Luxo na Marina de Olhão,1 200 000 €,122 m²,"Apartamento para comprar: Olhão, Faro"
5255,Apartamento T2+1 junto ao centro de Arcos de Valdevez,174 900 €,105 m²,"Apartamento para comprar: Paçô, Arcos de Valdevez, Viana do Castelo"
5256,Apartamento T2 - Ótima localização - Entroncamento,136 000 €,104 m²,"Apartamento para comprar: Nossa Senhora de Fátima, Entroncamento, Santarém"
5257,T3 - Empreendimento Marina Douro 2,735 000 €,134 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
5258,T4 - Empreendimento Marina Douro 2,1 400 000 €,164 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
5259,T2 Carnaxide com vista Rio.,550 000 €,105 m²,"Apartamento para comprar: Carnaxide e Queijas, Oeiras, Lisboa"
5260,T2 Carnaxide com vista Rio.,550 000 €,110 m²,"Apartamento para comprar: Carnaxide e Queijas, Oeiras, Lisboa"
5261,T3 Carnaxide com vista rio.,710 000 €,125 m²,"Apartamento para comprar: Carnaxide e Queijas, Oeiras, Lisboa"
5262,T4 - Empreendimento Marina Douro 2,825 000 €,145 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
5263,T3 Carnaxide com vista rio.,705 000 €,125 m²,"Apartamento para comprar: Carnaxide e Queijas, Oeiras, Lisboa"
5264,T3 - Empreendimento Marina Douro 2,650 000 €,136 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
5265,T3 - Empreendimento Marina Douro 2,705 000 €,136 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
5266,T4 - Empreendimento Marina Douro 2,850 000 €,145 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
5267,T3 - Empreendimento Marina Douro 2,660 000 €,134 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
5268,T3 - Empreendimento Marina Douro 2,745 000 €,136 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
5269,"T3 de segmento alto, em empreendimento diferenciador",550 000 €,"153,91 m²","Apartamento para comprar: São Mamede de Infesta e Senhora da Hora, Matosinhos, Porto"
5270,"Apartamento T3 em condomínio fechado com piscina, na Maia",340 147 €,"135,10 m²","Apartamento para comprar: Cidade da Maia, Maia, Porto"
5271,Excelente Apartamento T1 em construção na Praia da Pedra do Ouro,180 000 €,84 m²,"Apartamento para comprar: Pataias e Martingança, Alcobaça, Leiria"
5272,Excelente Apartamento T2 em construção na Praia da Pedra do Ouro,238 000 €,119 m²,"Apartamento para comprar: Pataias e Martingança, Alcobaça, Leiria"
5273,Apartamento T3 com garagem em box e mobiliado em Quarteira,330 000 €,"134,60 m²","Apartamento para comprar: Quarteira, Loulé, Faro"
5274,"Apartamento T2 - São Vicente, Braga",165 000 €,96 m²,"Apartamento para comprar: São Vicente, Braga"
5275,Apartamento T3 num edifício de arquitetura diferenciada,365 000 €,93 m²,"Apartamento para comprar: Esgueira, Aveiro"
5276,"T3 com duas suites, closet e terraço| Condomínio fechado em Leiria",270 000 €,143 m²,"Apartamento para comprar: Marrazes e Barosa, Leiria"
5277,Apartamento T1 para venda,270 000 €,63 m²,"Apartamento para comprar: Matosinhos e Leça da Palmeira, Matosinhos, Porto"
5278,Apartamento T1 + Mezzanine + Arrecadação - Herdade de Aroeira - Rua do,345 000 €,63 m²,"Apartamento para comprar: Charneca de Caparica e Sobreda, Almada, Setúbal"
5279,"Apartamento T2 de RC para investimento, no Entroncamento.",105 000 €,90 m²,"Apartamento para comprar: Nossa Senhora de Fátima, Entroncamento, Santarém"
5280,T3 Triplex na Boavista,720 000 €,183 m²,"Apartamento para comprar: Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto"
5281,"T2 com terraço na Prelada, Ramalde",445 000 €,122 m²,"Apartamento para comprar: Ramalde, Porto"
5282,"Apartamento T2 com 90 m2 nas Patameiras, Odivelas",172 000 €,"67,71 m²","Apartamento para comprar: Odivelas, Lisboa"
5283,Apartamento T4 em Construção Olhão,472 164 €,155 m²,"Apartamento para comprar: Olhão, Faro"
5284,Apartamento T3 em Construção Olhão,375 144 €,130 m²,"Apartamento para comprar: Olhão, Faro"
5285,Apartamento T1 na Figueira da Foz,99 500 €,46 m²,"Apartamento para comprar: Buarcos e São Julião, Figueira da Foz, Coimbra"
5286,Apartamento em Coimbra,299 000 €,156 m²,"Apartamento para comprar: Santo António dos Olivais, Coimbra"
5287,"Apartamento T3 em Santo António da Charneca, Barreiro.",185 000 €,"114,28 m²","Apartamento para comprar: Santo António da Charneca, Barreiro, Setúbal"
5288,Apartamento T3 c/ Terraço | Rio Tinto | Edifício Rinago,380 000 €,"137,20 m²","Apartamento para comprar: Rio Tinto, Gondomar, Porto"
5289,Apartamento T3 no CENTRO DA SENHORA DA HORA - Matosinhos,500 000 €,160 m²,"Apartamento para comprar: São Mamede de Infesta e Senhora da Hora, Matosinhos, Porto"
5290,Apartamento T2+1 Cabeço de Mouro - Cascais,395 000 €,105 m²,"Apartamento para comprar: São Domingos de Rana, Cascais, Lisboa"
5291,"Palhais, Barreiro T2 de R/C com arrecadação.",188 000 €,80 m²,"Apartamento para comprar: Palhais e Coina, Barreiro, Setúbal"
5292,Apartamento T3 no CENTRO DA SENHORA DA HORA - Matosinhos,490 000 €,160 m²,"Apartamento para comprar: São Mamede de Infesta e Senhora da Hora, Matosinhos, Porto"
5293,Apartamento T3 com Varanda Vistas Mar em Gaia,625 500 €,140 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
5294,Penthouse Duplex T4 | Vista para o Rio | Garagem,1 675 000 €,112 m²,"Apartamento para comprar: Loures, Lisboa"
5295,T2 em Algés: Excelente Oportunidade de Negócio.,227 000 €,57 m²,"Apartamento para comprar: Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Oeiras, Lisboa"
5296,T1 no Citifat Avenidas Novas,475 000 €,"57,87 m²","Apartamento para comprar: Avenidas Novas, Lisboa"
5297,Apartamento T2 c/ Varanda em construção Piso 2,242 500 €,103 m²,"Apartamento para comprar: Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto"
5298,T2 com terraço na Boavista,465 000 €,102 m²,"Apartamento para comprar: Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto"
5299,Apartamento T2 no CENTRO DA SENHORA DA HORA - Matosinhos,375 000 €,107 m²,"Apartamento para comprar: São Mamede de Infesta e Senhora da Hora, Matosinhos, Porto"
5300,T1 Perto da praia,150 000 €,"63,10 m²","Apartamento para comprar: São Pedro, Figueira da Foz, Coimbra"
5301,Apartamento T2 c/ Terraço (90m2) e Box em Perosinho (Pingo Doce),180 000 €,92 m²,"Apartamento para comprar: Serzedo e Perosinho, Vila Nova de Gaia, Porto"
5302,T2 com duas varandas em Santa Catarina,380 000 €,75 m²,"Apartamento para comprar: Misericórdia, Lisboa"
5303,Apartamento T4 c/ Garagem Box em Santa Marinha (Nó do Fojo),350 000 €,139 m²,"Apartamento para comprar: Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto"
5304,Apartamento T3 com vista rio em Vila Franca de Xira,280 000 €,110 m²,"Apartamento para comprar: Vila Franca de Xira, Lisboa"
5305,Apartamento T3 Remodelado em São João da Madeira,150 000 €,105 m²,"Apartamento para comprar: S. João da Madeira, São João da Madeira, Aveiro"
5306,Apartamento T3 com vista rio em Vila Franca de Xira,270 000 €,110 m²,"Apartamento para comprar: Vila Franca de Xira, Lisboa"
5307,"T2 com Arrecadação e Terraço comum, Ermidas - Sado, Santiago do Cacém",122 000 €,"65,08 m²","Apartamento para comprar: Ermidas-Sado, Santiago do Cacém, Setúbal"
5308,"Apartamento T2 com uma varanda, suite, arrecadação e esta...",249 000 €,106 m²,"Apartamento para comprar: Santiago do Cacém, Santa Cruz e São Bartolomeu da Serra, Santiago do Cacém, Setúbal"
5309,Apartamento T1 para venda,215 000 €,49 m²,"Apartamento para comprar: Portimão, Faro"
5310,Apartamento T1 para venda,185 000 €,59 m²,"Apartamento para comprar: Alvor, Portimão, Faro"
5311,"Apartamento T3, com áreas amplas e arrecadação, em Massamá",297 400 €,"134,95 m²","Apartamento para comprar: Massamá e Monte Abraão, Sintra, Lisboa"
5312,"Apartamento T1 para venda em Albufeira, inserido em Empreendimento Tur",650 000 €,80 m²,"Apartamento para comprar: Albufeira e Olhos de Água, Albufeira, Faro"
5313,T1 Duplex Novo na Boavista One New Bedroom Apartment Porto,262 000 €,57 m²,"Apartamento para comprar: Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto"
5314,"APARTAMENTO T3 - MOINHO DAS ANTAS, OEIRAS",385 000 €,130 m²,"Apartamento para comprar: Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Oeiras, Lisboa"
5315,Apartamento T3 Damaia de Cima,215 000 €,82 m²,"Apartamento para comprar: Águas Livres, Amadora, Lisboa"
5316,Apartamento de três assoalhadas nas Fontaínhas á dez minutos do centro,260 000 €,90 m²,"Apartamento para comprar: Cascais e Estoril, Cascais, Lisboa"
5317,Apartamento T2+1 novo com piscina e garagem em Olhão,360 000 €,133 m²,"Apartamento para comprar: Olhão, Faro"
5318,Apartamento T2 novo com piscina e garagem no centro da cidade de Olhão,295 000 €,118 m²,"Apartamento para comprar: Olhão, Faro"
5319,Apartamento T1 inserido em condomínio fechado com piscina...,225 000 €,"48,20 m²","Apartamento para comprar: Alvor, Portimão, Faro"
5320,"Apartamento T3 Novo na Urb. Encosta das Laranjeiras, Quelfes, Olhão.",450 000 €,112 m²,"Apartamento para comprar: Quelfes, Olhão, Faro"
5321,"Apartamento T2 Novo na Urb. Encosta das Laranjeiras, Quelfes, Olhão",365 000 €,86 m²,"Apartamento para comprar: Quelfes, Olhão, Faro"
5322,"Apartamento T2 Novo na Urb. Encosta das Laranjeiras, Quelfes, Olhão.",380 000 €,88 m²,"Apartamento para comprar: Quelfes, Olhão, Faro"
5323,"Apartamento T2 Novo na Urb. Encosta das Laranjeiras, Quelfes, Olhão",520 000 €,92 m²,"Apartamento para comprar: Quelfes, Olhão, Faro"
5324,Apartamento T3 para venda,180 000 €,114 m²,"Apartamento para comprar: São Martinho do Bispo e Ribeira de Frades, Coimbra"
5325,"Penthouse T4 Mobilado, Condomínio Boavista Gardens, Serralves, Porto",1 400 000 €,217 m²,"Apartamento para comprar: Lordelo do Ouro e Massarelos, Porto"
5326,Apartamento T4 na Av. Bombeiros Voluntários de Algés,495 000 €,121 m²,"Apartamento para comprar: Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Oeiras, Lisboa"
5327,Apartamento T1 em Construção Olhão,237 216 €,71 m²,"Apartamento para comprar: Olhão, Faro"
5328,APARTAMENTO T3 - Praia em Vila Nova de Gaia,567 500 €,139 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
5329,Apartamento T2 Venda em Tomar (São João Baptista) e Santa Maria dos Ol,169 000 €,68 m²,"Apartamento para comprar: Tomar (São João Baptista) e Santa Maria dos Olivais, Tomar, Santarém"
5330,T3 Como Novo c/ Garagem Box - Porto -Campanhã (Estádio do Dragão),730 000 €,159 m²,"Apartamento para comprar: Campanhã, Porto"
5331,Apartamento T3 em Vilar do Paraíso,260 000 €,120 m²,"Apartamento para comprar: Mafamude e Vilar do Paraíso, Vila Nova de Gaia, Porto"
5332,Venda de Apartamento T3 Totalmente Renovado,392 500 €,105 m²,"Apartamento para comprar: Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto"
5333,"Apartamento T3 em Santo André, Barreiro.",253 000 €,"110,30 m²","Apartamento para comprar: Alto do Seixalinho, Santo André e Verderena, Barreiro, Setúbal"
5334,Apartamento T4 com varanda e 2 parqueamento no Barreiro.,382 000 €,"209,23 m²","Apartamento para comprar: Alto do Seixalinho, Santo André e Verderena, Barreiro, Setúbal"
5335,"Apartamento T3+1 na Rua da Constituição, Porto - Localização Exceciona",300 000 €,68 m²,"Apartamento para comprar: Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto"
5336,"Palmela, condominio Palmela Village transformado em 3 assoalhadas,",160 000 €,60 m²,"Apartamento para comprar: Quinta do Anjo, Palmela, Setúbal"
5337,T3 Novo nas Antas New Three Bedroom Apartment Porto,376 000 €,116 m²,"Apartamento para comprar: Campanhã, Porto"
5338,Apartamento T3 Alenquer,250 000 €,127 m²,"Apartamento para comprar: Alenquer (Santo Estêvão e Triana), Alenquer, Lisboa"
5339,APARTAMENTO DE 9 ASSOALHADAS HABILMENTE TRANSFORMADO NUM ACOLHEDOR T4,950 000 €,136 m²,"Apartamento para comprar: Campo de Ourique, Lisboa"
5340,T3 | Renovado | Tem Licença AL | Cascais | Torre | A 800m da casa da g,270 000 €,70 m²,"Apartamento para comprar: Cascais e Estoril, Cascais, Lisboa"
5341,Apartamento T3 Duplex a estrear no Murtal – Parede,595 000 €,110 m²,"Apartamento para comprar: Carcavelos e Parede, Cascais, Lisboa"
5342,"Apartamento T0+2, no centro de Aveiro. Fração V, piso 3",282 000 €,68 m²,"Apartamento para comprar: Glória e Vera Cruz, Aveiro"
5343,"Alcochete (AM Lisboa), T3 duplex com um terraço e jacuzzi...",913 000 €,"214,45 m²","Apartamento para comprar: Alcochete, Setúbal"
5344,"Apartamento T3, Seixal (Grande Lisboa) em condomínio fech...",605 000 €,"194,42 m²","Apartamento para comprar: Seixal, Arrentela e Aldeia de Paio Pires, Seixal, Setúbal"
5345,"Albufeira, apartamento em condomínio com piscina e jardim.",436 000 €,"90,65 m²","Apartamento para comprar: Albufeira e Olhos de Água, Albufeira, Faro"
5346,"Portimão, Sesmarias - T2+1 nos Terraços do Mocho",330 000 €,"100,15 m²","Apartamento para comprar: Portimão, Faro"
5347,Penthouse semi-renovada com vista mar e garagem em Quarteira,329 000 €,"75,95 m²","Apartamento para comprar: Quarteira, Loulé, Faro"
5348,Apartamento T4 | Fração HH | Madeira Acqua Residences | Funchal,1 250 000 €,244 m²,"Apartamento para comprar: São Martinho, Funchal, Ilha da Madeira"
5349,"Apartamento T3 com excelentes acabamentos e garagem em Aires, Palmela",245 000 €,96 m²,"Apartamento para comprar: Palmela, Setúbal"
5350,"Apartamento T3 num último andar com terraço e garagem box em Cucujães,",199 900 €,127 m²,"Apartamento para comprar: Vila de Cucujães, Oliveira de Azeméis, Aveiro"
5351,Apartamento T2 com garagem dupla a pouco passos da Praia da Rocha,390 000 €,101 m²,"Apartamento para comprar: Portimão, Faro"
5352,Apartamento T2+1 Ultimo Piso nos Alqueves | São Martinho do Bispo | Co,145 000 €,89 m²,"Apartamento para comprar: Santa Clara e Castelo Viegas, Coimbra"
5353,"Apartamento T3 Duplex em Celas (Coimbra) no último piso, com Vistas pa",480 000 €,140 m²,"Apartamento para comprar: Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu), Coimbra"
5354,Apartamento T1+1 Centro Marinha Grande com Elevador,96 800 €,72 m²,"Apartamento para comprar: Marinha Grande, Leiria"
5355,Apartamento T3 / Novo / Cozinha Equipada / Jardim / Colmeias,245 000 €,"160,57 m²","Apartamento para comprar: Colmeias e Memória, Leiria"
5356,Apartamento T3 Duplex com estacionamento e piscina mobilado e equipad,374 900 €,"111,99 m²","Apartamento para comprar: Armação de Pêra, Silves, Faro"
5357,Apartamento T0 Semi Novo c/ 2 Lugares de Garagem em Canidelo,210 000 €,40 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
5358,T0 ÚNICO com 42m2 no Centro Histórico de Braga.,169 900 €,38 m²,"Apartamento para comprar: Braga (São José de São Lázaro e São João do Souto), Braga"
5359,"Apartamento T2 com garagem e arrecadação nas Gambelas, Faro",403 942 €,132 m²,"Apartamento para comprar: Montenegro, Faro"
5360,T3 Centro de V.N.G.,250 000 €,97 m²,"Apartamento para comprar: Mafamude e Vilar do Paraíso, Vila Nova de Gaia, Porto"
5361,"Apartamento T2 com Terraço Amplo e Piscina, a Passos da Praia em São M",299 000 €,92 m²,"Apartamento para comprar: São Martinho do Porto, Alcobaça, Leiria"
5362,Apartamento T4 à Rotunda da Boavista,555 000 €,149 m²,"Apartamento para comprar: Lordelo do Ouro e Massarelos, Porto"
5363,Apartamento T3 em Lamaçães - Braga (junto ao Minho Center),265 000 €,153 m²,"Apartamento para comprar: Nogueira, Fraião e Lamaçães, Braga"
5364,"Apartamento T2+2 em Vilamoura, nos Terraços do Pinhal",568 900 €,"224,08 m²","Apartamento para comprar: Quarteira, Loulé, Faro"
5365,T3 Novo c/ Varanda e Box Ampla - Q.ta da Piedade (Póvoa de Santa Iria),450 000 €,180 m²,"Apartamento para comprar: Póvoa de Santa Iria e Forte da Casa, Vila Franca de Xira, Lisboa"
5366,Apartamento T3 em Esmoriz + Estúdio Independente c/ wc,235 000 €,124 m²,"Apartamento para comprar: Esmoriz, Ovar, Aveiro"
5367,T1 Novo ultimo piso c/ garagem e varanda em Portimão Empreendimento...,201 948 €,53 m²,"Apartamento para comprar: Portimão, Faro"
5368,"T1 Novo c/ garagem e varanda em Portimão Empreendimento Turístico,...",174 044 €,64 m²,"Apartamento para comprar: Portimão, Faro"
5369,"T2 Novo c/ dois lugares garagem e varanda 21,40m2 em Portimão Empre...",330 379 €,99 m²,"Apartamento para comprar: Portimão, Faro"
5370,"T2 Novo c/ dois lugares garagem e varanda 21,24m2 em Portimão Empre...",344 255 €,99 m²,"Apartamento para comprar: Portimão, Faro"
5371,T2 Novo c/ dois lugares garagem e arrumos em Portimão Empreendiment...,344 255 €,115 m²,"Apartamento para comprar: Portimão, Faro"
5372,"T1+1 Novo c/ garagem e varanda 17,51m2 em Portimão Empreendimento T...",238 129 €,76 m²,"Apartamento para comprar: Portimão, Faro"
5373,"T1+1 Novo c/ garagem e varanda 17,51m2 em Portimão Empreendimento T...",245 056 €,79 m²,"Apartamento para comprar: Portimão, Faro"
5374,Apartamento T3 com 4 varandas em Guifões,259 900 €,"111,40 m²","Apartamento para comprar: Custóias, Leça do Balio e Guifões, Matosinhos, Porto"
5375,T1 Novo Mobilado na Baixa do Porto Licença AL One Bedroom Porto,279 500 €,"57,37 m²","Apartamento para comprar: Bonfim, Porto"
5376,"T2, totalmente remodelado, Monte da Caparica",187 500 €,61 m²,"Apartamento para comprar: Caparica e Trafaria, Almada, Setúbal"
5377,APARTAMENTO T2 - LOULÉ - FARO,288 000 €,"136,30 m²","Apartamento para comprar: São Clemente, Loulé, Faro"
5378,Apartamento de luxo T2 com piscina e garagem em Faro,385 000 €,"109,82 m²","Apartamento para comprar: Faro (Sé e São Pedro), Faro"
5379,T1+1 Portimão Novo para viver ou investir renda estável em Empreend...,219 745 €,69 m²,"Apartamento para comprar: Portimão, Faro"
5380,T1+1 Portimão Novo para viver ou investir renda estável em Empreend...,245 057 €,79 m²,"Apartamento para comprar: Portimão, Faro"
5381,T2 Portimão Novo para viver ou investir renda estável em Empreendim...,344 256 €,106 m²,"Apartamento para comprar: Portimão, Faro"
5382,T2 Portimão Novo para viver ou investir renda estável em Empreendim...,308 270 €,110 m²,"Apartamento para comprar: Portimão, Faro"
5383,T2 Portimão Novo para viver ou investir renda estável em Empreendim...,318 029 €,99 m²,"Apartamento para comprar: Portimão, Faro"
5384,T1 Portimão Novo para viver ou investir renda estável em Empreendim...,174 045 €,64 m²,"Apartamento para comprar: Portimão, Faro"
5385,T1+1 Portimão Novo para viver ou investir renda estável em Empreend...,185 720 €,69 m²,"Apartamento para comprar: Portimão, Faro"
5386,Aos Investidores T2 Novo com garagem e quarto de arrumo em Empreend...,318 029 €,115 m²,"Apartamento para comprar: Portimão, Faro"
5387,Apartamento T3 na praia da Vagueira - Aveiro,375 000 €,107 m²,"Apartamento para comprar: Gafanha da Boa Hora, Vagos, Aveiro"
5388,"Apartamento duplex T5 com terraço, com vistas deslumbrantes e exclusiv",1 800 000 €,273 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
5389,Apartamento T1 na Av. República em Matosinhos.,229 000 €,71 m²,"Apartamento para comprar: Matosinhos e Leça da Palmeira, Matosinhos, Porto"
5390,T3 a estrear em Faro com Estacionamento e Arrecadação,430 000 €,107 m²,"Apartamento para comprar: Faro (Sé e São Pedro), Faro"
5391,"Apartamento T3 Duplex com 1 suite e 2 marquises, Remodela...",225 000 €,"85,56 m²","Apartamento para comprar: Agualva e Mira-Sintra, Sintra, Lisboa"
5392,Apartamento T2 novo - Matosinhos Sul (500 mts da praia c/vista mar),470 000 €,95 m²,"Apartamento para comprar: Matosinhos e Leça da Palmeira, Matosinhos, Porto"
5393,Apartamento T0- Porto (junto ao Polo Universitário),199 000 €,41 m²,"Apartamento para comprar: Paranhos, Porto"
5394,Apartamento T3 em RC com 2 arrumos no centro da Figueira da Foz,149 000 €,105 m²,"Apartamento para comprar: Tavarede, Figueira da Foz, Coimbra"
5395,T2 com vista mar e garagem em Albufeira perto da baixa e da praia,350 000 €,94 m²,"Apartamento para comprar: Albufeira e Olhos de Água, Albufeira, Faro"
5396,"Apartamento T3 c/Jardim Interior - Montijo, Centro",275 000 €,114 m²,"Apartamento para comprar: Montijo e Afonsoeiro, Montijo, Setúbal"
5397,"Apartamento T1 com vista mar na Praia da Rocha, Portimão",297 500 €,60 m²,"Apartamento para comprar: Portimão, Faro"
5398,Apartamento T3 para venda,149 000 €,139 m²,"Apartamento para comprar: Lousã e Vilarinho, Lousã, Coimbra"
5399,T2 com Box Ampla e Varanda - Quinta da Piedade (Póvoa de Santa Iria),370 000 €,115 m²,"Apartamento para comprar: Póvoa de Santa Iria e Forte da Casa, Vila Franca de Xira, Lisboa"
5400,T3 Novo com Varanda e Box - Quinta da Piedade (Póvoa de Santa Iria),425 000 €,135 m²,"Apartamento para comprar: Póvoa de Santa Iria e Forte da Casa, Vila Franca de Xira, Lisboa"
5401,"Albufeira, apartamento Penthouse em condomínio com piscin...",655 000 €,"123,75 m²","Apartamento para comprar: Albufeira e Olhos de Água, Albufeira, Faro"
5402,"Apartamento T3 para venda em Olhão, Algarve",269 000 €,"114,08 m²","Apartamento para comprar: Quelfes, Olhão, Faro"
5403,Apartamento T3 Duplex em Viana do Castelo,270 000 €,148 m²,"Apartamento para comprar: Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela, Viana do Castelo"
5404,"T3 Novo c/ Terraço 115m2 , e piscina privativa, próximo Marina da A...",745 000 €,136 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
5405,"Apartamento T2 para venda em Vilamoura totalmente mobilado, a curta di",480 000 €,113 m²,"Apartamento para comprar: Quarteira, Loulé, Faro"
5406,T3 Novo c/ Box Ampla e Varanda - Quinta da Piedade (Póvoa de Sta Iria),450 000 €,135 m²,"Apartamento para comprar: Póvoa de Santa Iria e Forte da Casa, Vila Franca de Xira, Lisboa"
5407,T3 Novo com Closet e Box - Quinta da Piedade (Póvoa de Santa Iria),400 000 €,130 m²,"Apartamento para comprar: Póvoa de Santa Iria e Forte da Casa, Vila Franca de Xira, Lisboa"
5408,"Apartamento T2 no Seixal, Lourinhã",199 900 €,54 m²,"Apartamento para comprar: Lourinhã e Atalaia, Lourinhã, Lisboa"
5409,Apartamento T4 com áreas generosas no centro da cidade de Aveiro,600 000 €,171 m²,"Apartamento para comprar: Glória e Vera Cruz, Aveiro"
5410,APARTAMENTO T4 C/ VARANDAS E ELEVADOR - Centro de São João da Madeira,120 000 €,136 m²,"Apartamento para comprar: S. João da Madeira, São João da Madeira, Aveiro"
5411,APARTAMENTO T4 C/ VARANDAS E ELEVADOR - Centro de São João da Madeira,97 000 €,138 m²,"Apartamento para comprar: S. João da Madeira, São João da Madeira, Aveiro"
